h3_index,lsoa21cd,percentage_coverage
89194ad94afffff,E01002680,7.62
89194ad1957ffff,E01001153,5.61
89194ad1957ffff,E01001150,27.41
89194ad1957ffff,E01001149,7.7
89194e60dabffff,E01002391,0.8
89195db4ba3ffff,E01001400,5.02
89195db4ba3ffff,E01001455,32.13
89195db4ba3ffff,E01001451,0.9
89194e6c6afffff,E01000407,14.78
89194e6c6afffff,E01000403,0.71
89194e6c6afffff,E01000406,4.82
89194e6c6afffff,E01000405,0.48
89194ad70c7ffff,E01000650,4.49
89194ad70c7ffff,E01000807,6.83
89194e68903ffff,E01034205,3.83
89194adae73ffff,E01004629,2.5
89194adae73ffff,E01004633,13.39
89194adae73ffff,E01004631,2.8
89194adae73ffff,E01004630,62.53
89194adae73ffff,E01004628,0.84
89194ad331bffff,E01033873,24.05
89194ad331bffff,E01003942,24.48
89194ad331bffff,E01003943,25.37
89194ad331bffff,E01003937,0.75
89194ad331bffff,E01003936,23.49
89194e6e073ffff,E01002344,0.34
89195daea0fffff,E01001318,34.45
89195daea0fffff,E01001317,2.08
89195da6eb7ffff,E01002059,16.21
89195da6eb7ffff,E01002000,0.24
89195da6eb7ffff,E01002016,31.46
89195da6eb7ffff,E01002014,0.66
89195da6eb7ffff,E01001998,1.08
89194ad8a8bffff,E01002986,10.85
89194ad8a8bffff,E01002927,20.98
89194ad8a8bffff,E01002932,0.38
89194e60387ffff,E01002296,2.32
89195dac627ffff,E01002534,0.59
89195dac627ffff,E01002539,24.82
89194ac3247ffff,E01004130,0.54
89194ac3247ffff,E01004145,19.87
89194ad66a3ffff,E01000720,1.26
89195da4acfffff,E01004678,3.66
89195da4acfffff,E01004718,11.45
89195da4acfffff,E01000544,4.3
89195da4acfffff,E01004723,24.14
89195da4acfffff,E01004677,72.74
89195da4acfffff,E01000551,3.58
89194ada44fffff,E01001943,21.24
89195db5b43ffff,E01000246,5.22
89195db5b43ffff,E01000254,2.5
89195da6493ffff,E01001475,8.76
89195da6493ffff,E01001522,0.62
89195da6493ffff,E01001473,7.53
89194ad42bbffff,E01000749,1.02
89194e61d4bffff,E01002361,5.29
89194e61d4bffff,E01002359,7.54
89194e61d4bffff,E01002367,15.22
89194ad8067ffff,E01003816,3.08
89194e698a3ffff,E01034213,11.16
89194e698a3ffff,E01034218,23.57
89194e698a3ffff,E01004336,5.65
89194e6d64fffff,E01003611,23.95
89194e6d64fffff,E01034224,2.81
89194e6d64fffff,E01033581,2.4
89194ad050fffff,E01033341,0.45
89194ad050fffff,E01033327,19.6
89194ad050fffff,E01003274,1.83
89194ad050fffff,E01003279,15.38
89194aca37bffff,E01002948,1.8
89194e6b267ffff,E01001477,7.97
89194e6b267ffff,E01033926,0.2
89194e6f013ffff,E01000090,2.09
89194e6f013ffff,E01000087,11.96
89195da40abffff,E01000206,0.7
89195da40abffff,E01000212,3.47
89195da40abffff,E01000213,0.05
89195da40abffff,E01000207,21.01
89194ad1ed3ffff,E01003137,9.39
89194ad1ed3ffff,E01003136,12.89
89194ad1ed3ffff,E01003162,12.01
89194ad1ed3ffff,E01003023,42.52
89194ad1ed3ffff,E01003024,1.28
89195dad5c7ffff,E01002441,1.34
89194ac043bffff,E01001029,1.89
89194ac043bffff,E01001092,0.69
89194ac043bffff,E01001097,18.41
89194e61327ffff,E01002329,0.55
89194e61327ffff,E01002328,30.09
89194e61327ffff,E01002338,2.42
89194ad7643ffff,E01000646,4.52
89194ad7643ffff,E01000653,15.77
89195da5a6fffff,E01001278,7.09
89195da5a6fffff,E01033939,3.52
89195da5a6fffff,E01001277,4.9
89195da5a6fffff,E01001276,8.52
89195da7433ffff,E01000292,23.91
89195da7433ffff,E01000294,7.72
89194ad525bffff,E01001065,3.42
89194ad525bffff,E01001061,0.0
89194ad525bffff,E01001064,1.57
89194ad9007ffff,E01003905,0.21
89194ad9007ffff,E01003906,1.07
89194ad9007ffff,E01002657,11.07
89194ad9007ffff,E01002654,1.16
89194ad9007ffff,E01002655,24.05
89194e6a843ffff,E01003770,4.86
89194e6a843ffff,E01003751,10.1
89194ad14afffff,E01003101,19.23
89194ad14afffff,E01003107,48.71
89194ad14afffff,E01003106,6.01
89194ad14afffff,E01003105,2.08
89195dacba3ffff,E01002638,1.53
89195dacba3ffff,E01002631,2.1
89195dacba3ffff,E01001371,21.19
89195dacba3ffff,E01002637,3.17
89195dacba3ffff,E01001370,2.97
89194e6845bffff,E01003747,0.14
89194e6845bffff,E01003746,2.84
89194e6845bffff,E01003745,15.47
89195da504bffff,E01002202,11.87
89195da504bffff,E01002201,3.64
89195da504bffff,E01002203,22.41
89194e6c207ffff,E01000365,8.6
89194e6c207ffff,E01000327,5.19
89194e6c207ffff,E01000358,3.96
89194e6c207ffff,E01000355,7.81
89194ada9cbffff,E01003369,52.0
89194ada9cbffff,E01003455,7.7
89194ada9cbffff,E01003370,6.39
89194ada9cbffff,E01004617,4.61
89194ad2e73ffff,E01003283,1.32
89194ad2e73ffff,E01001657,8.93
89194ad2e73ffff,E01003202,23.91
89195d36d93ffff,E01003831,0.12
89195d36d93ffff,E01003829,23.62
89195dae567ffff,E01002233,5.04
89195dae567ffff,E01002235,0.02
89195dae567ffff,E01002232,3.47
89195dae567ffff,E01002140,0.04
89195dae567ffff,E01002141,2.4
89195dae567ffff,E01002142,19.12
89194ad0a8bffff,E01000700,14.14
89194ad0a8bffff,E01000701,0.68
89194ad0a8bffff,E01000702,47.18
89194e6dbcbffff,E01000693,0.89
89194e6dbcbffff,E01000428,7.9
89195da6a0fffff,E01000911,7.07
89195da6a0fffff,E01002771,20.31
89195da6a0fffff,E01000907,37.57
89195da6a0fffff,E01000908,13.26
89195da6a0fffff,E01002773,0.45
89194e6f58fffff,E01002370,1.36
89194e6f58fffff,E01002371,18.77
89194e6f58fffff,E01002374,0.01
89195da4627ffff,E01000225,9.35
89195da4627ffff,E01000238,8.05
89195da4627ffff,E01000201,12.31
89194ad244fffff,E01034209,0.7
89194ad244fffff,E01004245,0.11
89194ad244fffff,E01003497,12.44
89194ad244fffff,E01003503,1.19
89194e618a3ffff,E01002364,1.82
89194e618a3ffff,E01002363,9.98
89194e618a3ffff,E01002361,17.9
89194e6d1a7ffff,E01000389,2.72
89194e6d1a7ffff,E01000394,29.94
89194e6d1a7ffff,E01000393,4.09
89194ad0067ffff,E01003260,0.35
89194ad0067ffff,E01003261,3.78
89194ad0067ffff,E01004017,24.44
89194ac237bffff,E01001096,4.49
89194ac237bffff,E01001107,10.17
89194ac237bffff,E01001100,0.08
89194ad9583ffff,E01003860,2.83
89194ad9583ffff,E01002667,13.1
89194ad9583ffff,E01002686,0.0
89194ad1a2bffff,E01003414,18.26
89194ad1a2bffff,E01003415,1.38
89194ad1a2bffff,E01003413,16.85
89195db4c77ffff,E01001412,0.35
89195db4c77ffff,E01001407,4.32
89195da55c7ffff,E01000151,1.81
89195da55c7ffff,E01000153,43.44
89195da55c7ffff,E01000130,0.83
89195da55c7ffff,E01000152,10.17
89194ad719bffff,E01000814,2.49
89194ad719bffff,E01000812,21.29
89194ad719bffff,E01000808,0.5
89194e689d7ffff,E01034205,0.24
89194e689d7ffff,E01034475,10.8
89194e689d7ffff,E01000049,12.69
89194ad1007ffff,E01003090,0.29
89194ad1007ffff,E01003095,5.81
89194ad1007ffff,E01003128,0.25
89194ad1007ffff,E01003092,53.86
89194ac331bffff,E01004100,11.87
89194ac331bffff,E01004097,17.45
89194ac331bffff,E01004103,3.18
89194ad29cbffff,E01000781,0.77
89194ad29cbffff,E01001602,6.92
89194ad29cbffff,E01000780,15.3
89194ad29cbffff,E01001598,3.49
89194ad29cbffff,E01001597,8.3
89195da4ba3ffff,E01035718,3.54
89194ada523ffff,E01002840,0.81
89194ada523ffff,E01002841,7.42
89194ada523ffff,E01002843,55.32
89194ada523ffff,E01002842,19.48
89194ada523ffff,E01002913,37.95
89194ada523ffff,E01002912,0.52
89194ada523ffff,E01002911,0.44
89194ad438fffff,E01000748,0.37
89195da6567ffff,E01001500,4.9
89195da6567ffff,E01001501,27.49
89194ad813bffff,E01003460,1.66
89194ad813bffff,E01002953,3.08
89194e69977ffff,E01033586,12.55
89194ad5d53ffff,E01000748,0.96
89194e6b33bffff,E01004415,17.83
89194e6b33bffff,E01004360,7.34
89194e6b33bffff,E01004355,12.74
89194aca44fffff,E01002939,8.43
89194aca44fffff,E01003005,15.35
89194aca44fffff,E01003004,11.95
89194ac050fffff,E01001068,11.82
89194ac050fffff,E01001075,0.81
89194adb4c3ffff,E01001280,0.61
89194adb4c3ffff,E01001279,5.6
89194adb4c3ffff,E01001277,14.43
89195da5b43ffff,E01001195,3.41
89195da5b43ffff,E01001247,7.09
89195db6bb7ffff,E01001445,6.66
89195da7507ffff,E01000280,9.29
89194e6e6c3ffff,E01002263,11.05
89194ad90dbffff,E01002662,0.32
89194ad90dbffff,E01002641,22.12
89194ad90dbffff,E01002629,9.11
89194e6a917ffff,E01000063,3.44
89194e6a917ffff,E01000100,4.59
89194e6a917ffff,E01000101,45.73
89194e6a917ffff,E01034470,1.73
89194e6a917ffff,E01000114,0.41
89194e6a917ffff,E01034469,0.03
89194ad1583ffff,E01003920,3.21
89194ad1583ffff,E01003925,18.03
89194ad1583ffff,E01003924,19.84
89194ad1583ffff,E01003923,3.81
89194ad1583ffff,E01003969,19.53
89194e609d7ffff,E01002391,0.01
89195dacc77ffff,E01002541,5.52
89195dacc77ffff,E01032743,14.89
89195dacc77ffff,E01001332,42.89
89195dacc77ffff,E01001257,0.03
89195dacc77ffff,E01001330,0.19
89194e6852fffff,E01003651,1.2
89194e6852fffff,E01003649,11.76
89194e6852fffff,E01003652,36.39
89194e6852fffff,E01003648,3.93
89194e6c2dbffff,E01000436,0.04
89194e6c2dbffff,E01000421,9.02
89194e6c2dbffff,E01000442,0.92
89194e6c2dbffff,E01000420,23.77
89195d36e67ffff,E01002601,1.75
89194ac14afffff,E01004155,9.2
89194ac14afffff,E01004096,9.63
89194ac14afffff,E01004153,25.91
89194ac14afffff,E01004152,8.6
89194ad86b7ffff,E01003875,6.08
89194ad86b7ffff,E01003804,21.77
89194ad86b7ffff,E01003862,0.35
89194ad86b7ffff,E01003859,12.31
89195dac253ffff,E01002458,6.57
89195dac253ffff,E01002441,0.44
89194ac2e73ffff,E01001105,9.02
89194ac2e73ffff,E01001103,0.75
89195da094fffff,E01002114,0.03
89195da094fffff,E01000188,2.94
89194ad62cfffff,E01000789,0.11
89194ad62cfffff,E01000791,11.19
89194ad62cfffff,E01000787,14.45
89194e6f663ffff,E01000096,5.38
89194e6f663ffff,E01000045,0.43
89194e6f663ffff,E01000046,38.89
89194ada07bffff,E01003802,18.19
89194ada07bffff,E01003801,2.21
89194ad2523ffff,E01034173,2.1
89194ad2523ffff,E01034198,6.82
89195dadc17ffff,E01002513,15.03
89195dadc17ffff,E01002512,0.81
89195d36443ffff,E01002486,9.28
89194e694cfffff,E01001489,39.4
89194e694cfffff,E01001482,10.05
89194e694cfffff,E01033151,0.64
89194e61977ffff,E01002348,0.01
89194e61977ffff,E01002385,0.94
89194ad013bffff,E01003197,3.65
89194ad013bffff,E01003196,13.17
89194ad013bffff,E01003195,2.3
89194ad013bffff,E01003194,14.25
89194e6d27bffff,E01001701,6.34
89194e6d27bffff,E01001588,6.45
89194ad58abffff,E01000748,0.19
89194ad9657ffff,E01002619,14.93
89194ad9657ffff,E01002636,28.3
89194e6ae93ffff,E01003699,5.56
89194e6ae93ffff,E01003720,8.79
89194ac244fffff,E01000983,27.5
89194ac244fffff,E01000982,4.9
89194ac244fffff,E01000981,26.3
89195db4d4bffff,E01001538,11.67
89195db4d4bffff,E01001409,10.3
89195db4d4bffff,E01001537,20.4
89195db4d4bffff,E01001410,3.94
89194ac0067ffff,E01001015,9.3
89194ac0067ffff,E01001016,5.43
89194ac0067ffff,E01001017,0.04
89195da569bffff,E01002113,0.33
89195da569bffff,E01002112,10.21
89195da569bffff,E01000188,0.39
89194ad726fffff,E01000765,4.12
89194adb01bffff,E01001382,1.2
89194adb01bffff,E01001386,21.89
89194adb01bffff,E01001233,11.25
89194adb01bffff,E01001230,2.9
89194ad34c3ffff,E01001820,10.51
89194ad34c3ffff,E01001772,24.42
89194ad34c3ffff,E01001815,3.5
89194ad34c3ffff,E01001819,42.47
89194ad34c3ffff,E01035650,4.78
89194e68aabffff,E01034203,0.49
89194e68aabffff,E01003491,3.98
89194e68aabffff,E01003489,69.0
89194e68aabffff,E01003488,4.06
89194e6e21bffff,E01002344,0.8
89195daebb7ffff,E01001349,0.15
89195daebb7ffff,E01001348,16.88
89195daebb7ffff,E01001346,0.43
89195daebb7ffff,E01001344,4.82
89194ad8c33ffff,E01003471,0.19
89194ad8c33ffff,E01003366,5.18
89194ad8c33ffff,E01003381,41.87
89194ad10dbffff,E01033132,19.48
89194ad10dbffff,E01035496,1.5
89194ad10dbffff,E01004669,14.06
89195db4327ffff,E01001412,0.66
89194e68087ffff,E01003763,13.53
89195da4c77ffff,E01000860,10.45
89195da4c77ffff,E01000859,71.99
89195da4c77ffff,E01000858,1.51
89194ac1007ffff,E01004114,3.88
89195da663bffff,E01000117,28.5
89194ad4463ffff,E01000688,10.26
89195dae193ffff,E01002233,13.46
89195dae193ffff,E01002235,39.22
89194ad820fffff,E01003819,0.28
89194ad820fffff,E01003816,2.98
89194e69a4bffff,E01001747,21.64
89194e69a4bffff,E01001834,8.44
89194e69a4bffff,E01001745,42.07
89194e69a4bffff,E01001833,7.2
89194ad06b7ffff,E01003339,14.67
89194ad06b7ffff,E01004004,14.6
89194ad06b7ffff,E01003338,30.6
89194ad06b7ffff,E01004003,0.71
89194ad5e27ffff,E01000654,1.68
89194e6f1bbffff,E01002344,0.28
89194e6f1bbffff,E01002370,2.01
89195da4253ffff,E01000309,32.54
89194ad207bffff,E01004216,43.64
89194ad207bffff,E01004214,7.7
89194ad207bffff,E01034188,1.2
89194e69027ffff,E01004401,6.39
89194e69027ffff,E01004398,5.57
89195da5c17ffff,E01000503,18.11
89195da5c17ffff,E01000501,13.18
89194adb597ffff,E01001244,3.12
89194adb597ffff,E01001242,21.32
89194adb597ffff,E01001241,12.33
89195da75dbffff,E01000288,2.34
89195da75dbffff,E01000289,2.28
89195da75dbffff,E01000293,29.29
89195daf133ffff,E01002474,7.04
89195daf133ffff,E01002473,0.77
89194ad5403ffff,E01000759,1.91
89194ad5403ffff,E01000765,0.29
89194ad91afffff,E01003880,0.15
89194ad91afffff,E01003819,8.29
89194ad1657ffff,E01002861,18.9
89194ad1657ffff,E01002858,5.21
89194ad1657ffff,E01002859,36.0
89194ad1657ffff,E01002860,26.13
89195db48a3ffff,E01001543,27.18
89195db48a3ffff,E01001538,14.79
89194e60aabffff,E01002385,0.95
89194e68603ffff,E01004388,2.02
89194e68603ffff,E01004380,7.24
89194e68603ffff,E01004387,3.06
89194e68603ffff,E01004385,9.04
89195dacd4bffff,E01001298,10.57
89195dacd4bffff,E01001297,16.13
89195dacd4bffff,E01001296,17.4
89195dacd4bffff,E01001294,2.8
89194e6c3afffff,E01000379,14.51
89194e6c3afffff,E01033792,5.35
89194adab73ffff,E01003423,5.67
89194adab73ffff,E01003428,27.47
89194ad301bffff,E01032739,4.61
89194ad301bffff,E01000005,4.69
89194ac1583ffff,E01004108,0.04
89194ac1583ffff,E01004106,11.41
89194e6dd73ffff,E01000381,4.58
89194ad0c33ffff,E01000672,4.21
89194ad0c33ffff,E01003235,16.52
89195da6bb7ffff,E01002790,0.73
89195da6bb7ffff,E01002795,12.0
89195da6bb7ffff,E01002791,26.43
89195da6bb7ffff,E01002719,0.46
89195da6bb7ffff,E01002740,15.38
89195dac327ffff,E01002428,6.59
89195dac327ffff,E01002454,3.41
89194ada14fffff,E01001915,16.55
89194ada14fffff,E01001916,0.1
89194ada14fffff,E01001952,6.0
89195d36517ffff,E01002586,2.53
89195d36517ffff,E01002585,7.39
89195d36517ffff,E01002583,17.0
89195da6193ffff,E01001396,0.44
89195da6193ffff,E01001397,0.73
89195da6193ffff,E01001500,7.42
89195da6193ffff,E01001394,38.66
89195da6193ffff,E01001501,2.69
89194e695a3ffff,E01004343,5.76
89194e695a3ffff,E01004419,4.92
89194e695a3ffff,E01004382,55.46
89194e61a4bffff,E01000061,15.41
89194e6d34fffff,E01001605,9.11
89194e6d34fffff,E01001682,3.91
89194ad020fffff,E01004072,29.07
89194ad020fffff,E01004070,2.01
89194ad020fffff,E01004071,4.88
89194aca07bffff,E01002948,1.67
89194aca07bffff,E01002950,0.73
89194ac2523ffff,E01001064,2.74
89194ad1bd3ffff,E01001161,0.08
89194ad1bd3ffff,E01001087,24.82
89194ad1bd3ffff,E01001083,0.33
89194ac013bffff,E01001022,9.5
89194ac013bffff,E01001018,0.0
89194ad7343ffff,E01000667,4.81
89194ad7343ffff,E01000665,5.24
89194e61027ffff,E01002303,1.03
89194e61027ffff,E01002304,1.72
89194ad3597ffff,E01004271,0.97
89194ad3597ffff,E01004270,31.85
89195da7133ffff,E01000278,23.18
89195da7133ffff,E01033911,1.42
89195da7133ffff,E01000276,0.44
89194ad8d07ffff,E01003451,12.59
89194ad8d07ffff,E01003452,5.87
89194ad8d07ffff,E01003363,0.6
89195daec8bffff,E01000568,5.49
89195daec8bffff,E01002127,18.18
89194ad11afffff,E01003074,10.43
89194ad11afffff,E01003170,2.83
89194ad11afffff,E01003168,0.23
89194ad11afffff,E01004074,3.05
89194e60603ffff,E01002276,2.15
89195dac8a3ffff,E01001215,14.3
89195dac8a3ffff,E01001213,46.28
89195dac8a3ffff,E01001297,0.01
89194e6815bffff,E01003795,11.71
89194e6815bffff,E01003794,0.58
89194ac34c3ffff,E01003416,4.1
89194ac34c3ffff,E01003387,15.33
89194ac34c3ffff,E01003391,52.84
89194ad2b73ffff,E01000819,19.96
89194ad2b73ffff,E01000816,5.44
89194ada6cbffff,E01001243,25.45
89194ada6cbffff,E01001959,16.94
89194ada6cbffff,E01001875,2.66
89194ada6cbffff,E01001240,0.46
89195da4d4bffff,E01004727,0.52
89195da4d4bffff,E01000946,18.11
89195d36a93ffff,E01002601,1.14
89194ac10dbffff,E01004112,1.73
89195dae267ffff,E01002186,0.72
89195dae267ffff,E01002185,27.08
89195dae267ffff,E01002483,12.6
89194e6d8cbffff,E01000461,17.43
89194ad9ca7ffff,E01003011,10.56
89194ad9ca7ffff,E01003010,22.54
89194e6f28fffff,E01034478,1.22
89194e6f28fffff,E01000095,2.06
89194e6f28fffff,E01000094,2.54
89195da4327ffff,E01000970,1.11
89195da4327ffff,E01000971,38.5
89195da4327ffff,E01000873,21.35
89195da4327ffff,E01000877,20.21
89195da4327ffff,E01000874,16.88
89194ad214fffff,E01001580,6.19
89194ad214fffff,E01001587,0.32
89194ad214fffff,E01001586,34.9
89194ad214fffff,E01001585,0.23
89195dad843ffff,E01034607,11.81
89195dad843ffff,E01002520,5.14
89195d3606fffff,E01002444,0.6
89194ac06b7ffff,E01001094,8.1
89194e615a3ffff,E01002312,4.25
89194e615a3ffff,E01002276,1.3
89194adb66bffff,E01001290,14.09
89194adb66bffff,E01001289,10.5
89194adb66bffff,E01001288,5.86
89195daf207ffff,E01002438,2.56
89195da76afffff,E01000253,2.85
89194ac207bffff,E01001036,8.71
89194ac207bffff,E01001035,3.07
89194ac207bffff,E01001038,7.02
89194ad9283ffff,E01002665,27.72
89194ad9283ffff,E01034039,0.09
89194ad9283ffff,E01002663,9.16
89194ad9283ffff,E01002660,15.05
89194ad9283ffff,E01002666,0.02
89194ad54d7ffff,E01000765,4.12
89195db4977ffff,E01001399,2.09
89195db4977ffff,E01001480,23.38
89195db4977ffff,E01001478,8.07
89195db4977ffff,E01001401,11.79
89194e686d7ffff,E01004385,12.53
89194e686d7ffff,E01004386,0.8
89194e686d7ffff,E01003746,4.72
89194e686d7ffff,E01004390,0.08
89194e6c483ffff,E01002344,0.8
89195da52c7ffff,E01002177,1.1
89195da52c7ffff,E01002110,1.71
89195da52c7ffff,E01002108,25.84
89195da52c7ffff,E01002111,13.25
89194adac47ffff,E01004623,2.0
89194adac47ffff,E01004494,0.76
89194adac47ffff,E01004620,50.22
89194adac47ffff,E01004513,15.9
89194adac47ffff,E01004512,10.95
89195da6c8bffff,E01002084,20.02
89195da6c8bffff,E01002083,21.59
89194ad0d07ffff,E01034386,19.95
89194ad0d07ffff,E01000677,3.32
89194ad0d07ffff,E01034385,10.24
89194ad0d07ffff,E01000676,2.34
89194e6de47ffff,E01000342,37.0
89194e6de47ffff,E01000343,1.1
89194e6de47ffff,E01000341,4.14
89194e6015bffff,E01002296,2.32
89194ac301bffff,E01004169,21.74
89194ac301bffff,E01004186,21.12
89194ada223ffff,E01003798,27.9
89194ada223ffff,E01003797,4.68
89195da48a3ffff,E01004727,6.72
89195da48a3ffff,E01004716,10.36
89194ad26cbffff,E01004241,8.08
89194ad26cbffff,E01004240,75.94
89194ad26cbffff,E01004267,9.1
89195db5917ffff,E01001417,1.65
89194ad408fffff,E01000680,1.14
89194e69677ffff,E01001458,1.31
89194e69677ffff,E01001466,39.79
89194e69677ffff,E01001467,48.43
89194e69677ffff,E01001464,0.13
89194e69677ffff,E01001463,0.58
89195da6267ffff,E01000318,8.81
89195da6267ffff,E01000323,21.53
89195da6267ffff,E01000317,0.0
89195da6267ffff,E01000299,14.73
89194e6d423ffff,E01001579,4.67
89194e6d423ffff,E01001576,34.54
89194e6b03bffff,E01004352,3.35
89194e6b03bffff,E01004349,3.59
89194ad1ca7ffff,E01003947,0.92
89194ad1ca7ffff,E01003945,11.13
89194ac020fffff,E01001026,0.74
89194ac020fffff,E01001025,1.12
89194ad7417ffff,E01000693,3.54
89194e68c53ffff,E01003785,20.91
89194e68c53ffff,E01003784,9.12
89194e68c53ffff,E01003783,0.14
89194e68c53ffff,E01003788,2.5
89194adb1c3ffff,E01034042,18.15
89194adb1c3ffff,E01002692,0.07
89194adb1c3ffff,E01002562,1.07
89195da5843ffff,E01033456,16.21
89195da5843ffff,E01000595,10.72
89195da5843ffff,E01000596,16.41
89194ad366bffff,E01000916,5.76
89194ad366bffff,E01002724,6.79
89194ad366bffff,E01000920,4.15
89194ad366bffff,E01002726,37.02
89194ad502fffff,E01000747,0.95
89195da7207ffff,E01000228,3.27
89194e6e3c3ffff,E01002344,0.38
89194ad8ddbffff,E01003366,16.61
89194ad1283ffff,E01004560,11.46
89195dac977ffff,E01002626,0.12
89195dac977ffff,E01002625,0.0
89195dac977ffff,E01001336,28.86
89195dac977ffff,E01001335,4.33
89194ac3597ffff,E01001008,0.57
89194ac3597ffff,E01001009,32.63
89194ac3597ffff,E01001181,25.62
89194ac3597ffff,E01001179,4.26
89194ac3597ffff,E01001180,9.05
89194e6822fffff,E01004363,17.72
89194e6822fffff,E01004362,5.19
89194ad2c47ffff,E01001625,13.07
89194ad2c47ffff,E01001624,10.2
89194ad2c47ffff,E01001623,5.57
89194ad2c47ffff,E01001649,6.3
89194ad460bffff,E01000749,0.39
89194ad460bffff,E01000752,4.24
89195dae33bffff,E01002195,16.41
89195dae33bffff,E01002158,12.89
89195dae33bffff,E01002193,3.19
89194ad83b7ffff,E01002952,0.88
89194ad83b7ffff,E01002956,12.83
89194ad9d7bffff,E01002965,8.06
89194ad9d7bffff,E01003834,2.57
89194ad9d7bffff,E01002968,7.0
89194e6f363ffff,E01000470,4.28
89194e6f363ffff,E01000466,3.07
89194ad2223ffff,E01004276,11.26
89194ad2223ffff,E01004274,51.36
89194ad2223ffff,E01032783,2.84
89194ad2223ffff,E01004281,1.18
89194ad2223ffff,E01004275,16.92
89195dad917ffff,E01002548,2.91
89195dad917ffff,E01002400,10.17
89195d36143ffff,E01002555,0.64
89195d36143ffff,E01002444,0.57
89194e691cfffff,E01004404,14.17
89194e691cfffff,E01004402,5.96
89194e691cfffff,E01004400,0.05
89194e691cfffff,E01004401,5.54
89194ac214fffff,E01001125,14.11
89194ac214fffff,E01001124,5.78
89194ac214fffff,E01001123,0.68
89194ad55abffff,E01000749,1.02
89194ad9357ffff,E01002607,0.77
89194ad9357ffff,E01003845,15.41
89194ad9357ffff,E01003843,8.74
89194e6ab93ffff,E01032581,2.15
89194e6ab93ffff,E01003718,25.5
89194e6ab93ffff,E01003769,12.21
89194e6ab93ffff,E01003773,9.31
89195db4a4bffff,E01001417,1.65
89194e6c557ffff,E01000434,0.32
89194e6c557ffff,E01000430,3.67
89195da539bffff,E01033463,6.23
89195da539bffff,E01000543,15.78
89195da539bffff,E01002165,18.14
89195da539bffff,E01002166,0.11
89194adad1bffff,E01004481,7.96
89194adad1bffff,E01004549,0.15
89194adad1bffff,E01004548,49.89
89194adad1bffff,E01004547,0.69
89194adad1bffff,E01004489,1.04
89194adad1bffff,E01004488,0.72
89194ad31c3ffff,E01033869,1.96
89194ad31c3ffff,E01004023,5.99
89194ad31c3ffff,E01004291,35.46
89194ad31c3ffff,E01004292,2.09
89194ad8933ffff,E01004115,1.52
89194ad8933ffff,E01004119,8.87
89194ad8933ffff,E01004133,5.1
89194ad8933ffff,E01004132,34.12
89194e6a16fffff,E01003699,5.92
89194e6a16fffff,E01003720,1.57
89194e6a16fffff,E01003721,19.14
89195dae8b7ffff,E01000611,32.27
89195dae8b7ffff,E01000609,12.55
89195dae8b7ffff,E01000607,0.1
89195dae8b7ffff,E01000608,4.16
89194ad0ddbffff,E01000674,3.98
89194ad0ddbffff,E01000672,6.73
89194ad0ddbffff,E01000822,11.94
89194ad0ddbffff,E01032563,10.12
89195dac4cfffff,E01002481,0.2
89195dac4cfffff,E01002479,11.98
89195dac4cfffff,E01002485,0.08
89194e6022fffff,E01002268,0.13
89194e6022fffff,E01002295,30.2
89194e6022fffff,E01002294,0.23
89194e6022fffff,E01033785,3.94
89195da4977ffff,E01004736,6.3
89195da4977ffff,E01004761,3.76
89195da633bffff,E01001997,1.68
89195da633bffff,E01001996,36.35
89195da633bffff,E01001968,0.17
89195da633bffff,E01001995,0.42
89195da633bffff,E01000156,0.2
89194ad03b7ffff,E01003314,5.33
89194ad03b7ffff,E01003311,0.72
89194ad03b7ffff,E01003307,53.65
89194ad03b7ffff,E01003316,5.0
89194aca223ffff,E01002948,1.24
89194e6b10fffff,E01003744,14.17
89194ac26cbffff,E01001115,16.68
89194ac26cbffff,E01001178,6.09
89194ac26cbffff,E01001004,30.22
89194ad98d3ffff,E01003889,3.75
89194ad1d7bffff,E01001137,10.51
89194ad1d7bffff,E01000746,8.61
89194ad1d7bffff,E01001164,22.82
89194e611cfffff,E01002334,0.53
89194e611cfffff,E01002341,1.7
89194e611cfffff,E01002304,1.6
89194adb297ffff,E01001305,0.85
89194adb297ffff,E01001384,6.6
89194adb297ffff,E01001383,71.82
89194adb297ffff,E01001389,2.28
89194e68d27ffff,E01034476,0.26
89194e68d27ffff,E01034475,1.37
89194e68d27ffff,E01000091,0.05
89194e68d27ffff,E01000093,28.72
89195da5917ffff,E01002908,0.84
89195da5917ffff,E01002906,3.51
89195da5917ffff,E01002907,12.4
89195da5917ffff,E01002904,73.02
89195da5917ffff,E01002852,1.56
89194ad5103ffff,E01000658,4.36
89194e6e497ffff,E01002385,0.95
89195da72dbffff,E01000290,1.36
89195daee33ffff,E01002133,13.28
89195daee33ffff,E01034600,3.09
89195daee33ffff,E01002132,2.32
89195daee33ffff,E01002136,7.82
89194ad8eafffff,E01002929,15.79
89194ad1357ffff,E01004478,5.69
89194ad1357ffff,E01004555,3.59
89194ad1357ffff,E01004554,10.32
89194ad1357ffff,E01004476,1.74
89194ad1357ffff,E01004477,18.85
89195daca4bffff,E01002405,5.6
89195daca4bffff,E01002400,0.22
89195daca4bffff,E01002403,3.18
89195daca4bffff,E01002402,15.47
89194e6c0afffff,E01000374,4.93
89194e6c0afffff,E01000380,10.89
89194e6c0afffff,E01000434,0.97
